Binyan,Mode,Person,Gender,Number,Conjugation,Gloss Translation
Niphal,Jussive,2,F,P,תִּשָּׁחַ֫טְנָה,may you all be killed
Niphal,Cohortative,1,C,S,אֶשָּֽׁחֲטָה,may I be killed
Niphal,Cohortative,1,C,P,נִשָּֽׁחֲטָה,may we be killed
Niphal,Imperative,2,M,S,הִשָּׁחֵט,be killed!
Niphal,Imperative,2,F,S,הִשָּֽׁחֲטִי,be killed!
Niphal,Imperative,2,M,P,הִשָּֽׁחֲטוּ,be killed!
Niphal,Imperative,2,F,P,הִשָּׁחַ֫טְנָה,be killed!
Niphal,Infinitive Absolute,,,,נִשְׁחֹט,to be killed
Niphal,Infinitive Absolute,,,,הִשָּׁחֹט,to be killed
Niphal,Infinitive Construct,,,,הִשָּׁחֵט,to be killed
